PubMedId	Entity	EntityType	NormalizedID	title/abs	Start	End 
20023648	Ubc13	Protein	P61088	abs	771	776
14602072	CXCR4	Protein	P61073	title	99	104
14602072	CXCR4	Protein	P61073	abs	41	46
14602072	CXCR4	Protein	P61073	abs	282	287
14602072	CXCR4	Protein	P61073	abs	367	372
14602072	CXCR4	Protein	P61073	abs	393	398
14602072	CXCR4	Protein	P61073	abs	490	495
14602072	CXCR4	Protein	P61073	abs	616	621
14602072	CXCR4	Protein	P61073	abs	755	760
11038182	Dnm1p	Protein	P54861	title	77	82
11038182	Dnm1p	Protein	P54861	abs	65	70
11038182	Dnm1p	Protein	P54861	abs	506	511
11038182	Dnm1p	Protein	P54861	abs	582	587
11038182	Dnm1p	Protein	P54861	abs	725	730
11038182	Dnm1p	Protein	P54861	abs	829	834
11038182	Dnm1p	Protein	P54861	abs	879	884
11038182	Dnm1p	Protein	P54861	abs	1029	1034
11038182	Dnm1p	Protein	P54861	abs	1116	1121
11038182	Dnm1p	Protein	P54861	abs	1127	1132
11038182	Dnm1p	Protein	P54861	abs	1325	1330
11038182	Dnm1p	Protein	P54861	abs	1425	1430
10837477	Apg1p	Protein	P53104	abs	904	909
10837477	Apg1p	Protein	P53104	abs	1064	1069
10837477	Apg1p	Protein	P53104	abs	1166	1171
18769150	Hsv2p	Protein	P50079	abs	239	244
7542657	CENP-F	Protein	P49454	title	0	6
7542657	CENP-F	Protein	P49454	abs	22	28
7542657	CENP-F	Protein	P49454	abs	268	274
7542657	CENP-F	Protein	P49454	abs	372	378
7542657	CENP-F	Protein	P49454	abs	566	572
7542657	CENP-F	Protein	P49454	abs	746	752
7542657	CENP-F	Protein	P49454	abs	920	926
7542657	CENP-F	Protein	P49454	abs	1045	1051
7542657	CENP-F	Protein	P49454	abs	1352	1358
19054390	Tos6p	Protein	P48560	abs	473	478
10515935	Faa4p	Protein	P47912	abs	615	620
11038182	Mdv1p	Protein	P47025	title	0	5
11038182	MDV1	Protein	P47025	abs	330	334
11038182	Mdv1p	Protein	P47025	abs	485	490
11038182	Mdv1p	Protein	P47025	abs	559	564
11038182	Mdv1p	Protein	P47025	abs	690	695
11038182	Mdv1p	Protein	P47025	abs	748	753
11038182	Mdv1p	Protein	P47025	abs	811	816
11038182	Mdv1p	Protein	P47025	abs	910	915
11038182	Mdv1p	Protein	P47025	abs	1074	1079
11038182	Mdv1p	Protein	P47025	abs	1172	1177
11038182	Mdv1p	Protein	P47025	abs	1374	1379
16874308	YJL184w	Protein	P46984	abs	577	584
11502169	Ald4p	Protein	P46367	abs	859	864
18769150	ATG18	Protein	P43601	abs	1096	1101
19054390	Cwp2p	Protein	P43497	abs	455	460
10072396	COP1	Protein	P43254	title	98	102
10072396	CONSTITUTIVE PHOTOMORPHOGENIC1	Protein	P43254	abs	16	46
10072396	COP1	Protein	P43254	abs	48	52
10072396	COP1	Protein	P43254	abs	196	200
10072396	COP1	Protein	P43254	abs	292	296
10072396	COP1	Protein	P43254	abs	340	344
10072396	COP1	Protein	P43254	abs	540	544
10072396	COP1	Protein	P43254	abs	1112	1116
10072396	COP1	Protein	P43254	abs	1289	1293
9346891	ferrochelatase-I	Protein	P42043	title	31	47
9346891	ferrochelatase-I	Protein	P42043,G9FRT6	abs	291	307
9346891	ferrochelatase-I	Protein	P42043,G9FRT6	abs	952	968
18660802	bud6Delta	Protein	P41697	abs	803	812
17882260	Coa1	Protein	P40452	title	0	4
17882260	Coa1	Protein	P40452	abs	126	130
17882260	Coa1	Protein	P40452	abs	735	739
17882260	Coa1	Protein	P40452	abs	800	804
17882260	Coa1	Protein	P40452	abs	844	848
17882260	Coa1	Protein	P40452	abs	1055	1059
10515935	YMR313c	Protein	P40308	abs	1228	1235
12682047	YMR313c	Protein	P40308	title	0	7
12682047	TGL3	Protein	P40308	title	8	12
12682047	YMR313c	Protein	P40308	abs	181	188
12682047	Tgl3p	Protein	P40308	abs	196	201
12682047	TGL3	Protein	P40308	abs	372	376
12682047	Tgl3p	Protein	P40308	abs	524	529
12682047	Tgl3p	Protein	P40308	abs	724	729
12682047	Tgl3p	Protein	P40308	abs	887	892
12682047	Tgl3p	Protein	P40308	abs	908	913
12682047	TGL3	Protein	P40308	abs	1161	1165
12682047	YMR313c	Protein	P40308	abs	1292	1299
12682047	Tgl3p	Protein	P40308	abs	1386	1391
12682047	Tgl3p	Protein	P40308	abs	1497	1502
11502169	Nde1p	Protein	P40215	abs	468	473
10837477	Vac8p	Protein	P39968	title	11	16
10837477	Vac8	Protein	P39968	abs	158	162
10837477	Vac8p	Protein	P39968	abs	318	323
10837477	Vac8p	Protein	P39968	abs	439	444
10837477	Vac8p	Protein	P39968	abs	594	599
10837477	Vac8p	Protein	P39968	abs	726	731
10837477	Vac8p	Protein	P39968	abs	970	975
10837477	Vac8p	Protein	P39968	abs	1095	1100
10207082	vps8	Protein	P39702	abs	577	581
18769150	Vps45p	Protein	P38932	abs	1026	1032
10515935	Erg7p	Protein	P38604	abs	572	577
15572352	YBR293w	Protein	P38358	abs	798	805
15572352	VBA2	Protein	P38358	abs	807	811
16689936	Om14	Protein	P38325	abs	662	666
16689936	YBR230c	Protein	P38325	abs	702	709
16689936	YBR230c	Protein	P38325	abs	813	820
16689936	Om14	Protein	P38325	abs	856	860
16689936	Om14	Protein	P38325	abs	1095	1099
10515935	YBR177c	Protein	P38295	abs	1219	1226
23169667	Ypq3	Protein	P38279	abs	457	461
10515935	Fat1p	Protein	P38225	abs	626	631
10207082	gef1	Protein	P37020	abs	10	14
10207082	Gef1p	Protein	P37020	abs	1010	1015
17081065	PEDF	Protein	P36955	abs	1124	1128
17081065	pigment-epithelium derived factor	Protein	P36955	abs	1130	1163
18769150	Vps21p	Protein	P36017	abs	1049	1055
12697820	Cse4p	Protein	P36012	abs	1081	1086
12697820	Cse4p	Protein	P36012	abs	1185	1190
20829347	CHOP	Protein	P35638	abs	178	182
20829347	CHOP	Protein	P35638	abs	342	346
20829347	CHOP	Protein	P35638	abs	617	621
20829347	CHOP	Protein	P35638	abs	631	635
20829347	CHOP	Protein	P35638	abs	937	941
20829347	CHOP	Protein	P35638	abs	1074	1078
20829347	CHOP	Protein	P35638	abs	1441	1445
8846782	TOR1	Protein	P35169	abs	233	237
12663043	cannabinoid-2 (CB2) receptor	Protein	P34972	title	88	116
12663043	cannabinoid-2 (CB2) receptor	Protein	P34972	abs	292	320
12663043	CB2 receptor	Protein	P34972	abs	563	575
12663043	CB2 receptor	Protein	P34972	abs	807	819
12663043	CB2 receptor	Protein	P34972	abs	899	911
12663043	CB2 receptor	Protein	P34972	abs	1127	1139
10515935	YKL140w	Protein	P34163	abs	1241	1248
15606766	CYM1	Protein	P32898	title	49	53
15606766	CYM1	Protein	P32898	abs	200	204
15606766	CYM1	Protein	P32898	abs	320	324
15606766	Cym1p	Protein	P32898	abs	522	527
11502169	Dld1p	Protein	P32891	abs	559	564
18769150	Pep12p	Protein	P32854	abs	1003	1009
18769150	Vac1p	Protein	P32609	abs	1077	1082
8846782	TOR2	Protein	P32600	title	24	28
8846782	TOR2	Protein	P32600	abs	242	246
8846782	TOR2	Protein	P32600	abs	324	328
8846782	TOR2	Protein	P32600	abs	430	434
8846782	TOR2	Protein	P32600	abs	542	546
8846782	TOR2	Protein	P32600	abs	610	614
8846782	TOR2	Protein	P32600	abs	691	695
8846782	TOR2	Protein	P32600	abs	729	733
8846782	TOR2	Protein	P32600	abs	856	860
8846782	TOR2	Protein	P32600	abs	897	901
8846782	TOR2	Protein	P32600	abs	951	955
8846782	TOR2	Protein	P32600	abs	1095	1099
8846782	TOR2	Protein	P32600	abs	1131	1135
8846782	TOR2	Protein	P32600	abs	1214	1218
12697820	Sth1p	Protein	P32597	abs	426	431
12697820	Sth1p	Protein	P32597	abs	838	843
19054390	Hxt1p	Protein	P32465	abs	534	539
19054390	Hxt1p	Protein	P32465	abs	629	634
11502169	matrix-facing NADH-dehydrogenase	Protein	P32340	abs	580	612
11502169	Ndi1p	Protein	P32340	abs	613	618
10207082	carboxypeptidase Y	Protein	P32319	abs	512	530
10207082	vps10	Protein	P32319	abs	583	588
11502169	glycerol-3-phosphate dehydrogenase	Protein	P32191	abs	485	519
11502169	Gut2p	Protein	P32191	abs	520	525
18088316	RabF2a	Protein	P31582	abs	1146	1152
10515935	Faa1p	Protein	P30624	abs	608	613
21937712	Cdc15	Protein	P27636	title	0	5
21937712	Cdc15	Protein	P27636	abs	666	671
21937712	Cdc15	Protein	P27636	abs	766	771
21937712	Cdc15	Protein	P27636	abs	932	937
10207082	stp22	Protein	P25604	abs	16	21
10207082	stp22	Protein	P25604	abs	384	389
10207082	vps23	Protein	P25604	abs	411	416
10207082	stp22	Protein	P25604	abs	633	638
10207082	Stp22p	Protein	P25604	abs	832	838
10207082	Stp22p	Protein	P25604	abs	999	1005
15572352	YCL069w	Protein	P25594	abs	817	824
15572352	VBA3	Protein	P25594	abs	826	830
10515935	Erg6p	Protein	P25087	abs	561	566
12177201	Na+/Cl--dependent dopamine transporter	Protein	P23977,Q01959	abs	4	42
12177201	DAT	Protein	Q01959	abs	44	47
12177201	DAT	Protein	Q01959	abs	244	247
12177201	DAT	Protein	Q01959	abs	371	374
12177201	DAT	Protein	Q01959	abs	542	545
12177201	DAT	Protein	Q01959	abs	635	638
12177201	DAT	Protein	Q01959	abs	670	673
12177201	DAT	Protein	Q01959	abs	847	850
12177201	DAT	Protein	Q01959	abs	984	987
12177201	DAT	Protein	Q01959	abs	1235	1238
12177201	DAT	Protein	P23977	abs	1442	1445
12177201	DAT	Protein	P23977,Q01959	abs	1667	1670
7689721	mdm-2	Protein	P23804,Q00987	title	48	53
7689721	mdm-2	Protein	P23804,Q00987	title	67	72
7689721	mdm-2	Protein	P23804,Q00987	abs	25	30
7689721	mdm-2	Protein	P23804,Q00987	abs	146	151
7689721	mdm-2	Protein	P23804,Q00987	abs	310	315
7689721	mdm-2	Protein	P23804,Q00987	abs	452	457
7689721	mdm-2	Protein	P23804,Q00987	abs	497	502
7689721	mdm-2	Protein	P23804,Q00987	abs	678	683
7689721	mdm-2	Protein	P23804,Q00987	abs	732	737
7689721	mdm-2	Protein	P23804,Q00987	abs	810	815
7689721	mdm-2	Protein	P23804,Q00987	abs	984	989
7689721	mdm-2	Protein	P23804,Q00987	abs	1352	1357
10207082	vps3	Protein	P23643	abs	620	624
15072822	E-NPP1 and -3	Protein	P22413, O14638	abs	190	203
15072822	ecto-nucleotide pyrophosphatase/phosphodiesterase I-1	Protein	P22413	title	31	84
15072822	E-NPP1	Protein	P22413	title	86	92
15072822	PC-1	Protein	P22413	title	93	97
15072822	E-NPP1	Protein	P22413	abs	112	118
15072822	E-NPP1	Protein	P22413	abs	283	289
15072822	E-NPP1	Protein	P22413	abs	478	484
10207082	vps1	Protein	P21576	abs	571	575
205532	acetylornithine aminotransferase	Protein	P18544	abs	401	433
20829347	C/EBP?	Protein	P17676	abs	989	995
20829347	C/EBP?	Protein	P17676	abs	1025	1031
11502169	Mdh1p	Protein	P17505	abs	731	736
16628192	HZF1	Protein	P17020	title	68	72
16628192	HZF1	Protein	P17020	abs	29	33
16628192	HZF1	Protein	P17020	abs	390	394
16628192	HZF1	Protein	P17020	abs	401	405
16628192	HZF1	Protein	P17020	abs	599	603
16628192	HZF1	Protein	P17020	abs	657	661
16628192	HZF1	Protein	P17020	abs	702	706
16628192	HZF1	Protein	P17020	abs	806	810
16628192	HZF1	Protein	P17020	abs	1111	1115
16628192	HZF1	Protein	P17020	abs	1263	1267
19403692	beta4 integrin	Protein	P16144	title	47	61
19403692	beta4 integrin	Protein	P16144	abs	203	217
19403692	beta4 integrin	Protein	P16144	abs	536	550
19403692	beta4 integrin	Protein	P16144	abs	627	641
12482924	integrin alpha6beta4	Protein	P16144	title	67	87
11502169	Fum1p	Protein	P08417	abs	816	821
12612081	insulin receptor	Protein	P06213,P15208	title	14	30
12612081	insulin receptor	Protein	P06213,P15208	abs	329	345
12612081	IR	Protein	P06213,P15208	abs	347	349
12612081	IR	Protein	P06213,P15208	abs	534	536
12612081	IR	Protein	P06213,P15208	abs	689	691
12612081	IR	Protein	P06213,P15208	abs	725	727
12612081	IR	Protein	P06213,P15208	abs	796	798
12612081	IR	Protein	P06213,P15208	abs	927	929
12612081	IR	Protein	P06213,P15208	abs	1302	1304
20427278	amyloid precursor protein	Protein	P05067	title	113	138
20427278	amyloid precursor protein	Protein	P05067	abs	27	52
20427278	APP	Protein	P05067	abs	54	57
20427278	Alzheimer disease amyloid beta peptide	Protein	P05067	abs	157	195
20427278	Abeta	Protein	P05067	abs	197	202
20427278	APP	Protein	P05067	abs	276	279
20427278	Abeta	Protein	P05067	abs	293	298
20427278	APP	Protein	P05067	abs	405	408
20427278	APP	Protein	P05067	abs	557	560
20427278	APP	Protein	P05067	abs	609	612
20427278	Abeta	Protein	P05067	abs	650	655
20427278	APP	Protein	P05067	abs	678	681
20427278	APP	Protein	P05067	abs	1197	1200
20427278	APP	Protein	P05067	abs	1556	1559
20427278	APP	Protein	P05067	abs	1591	1594
10207082	arginine permease	Protein	P04817	abs	172	189
10207082	can1	Protein	P04817	abs	200	204
23169667	bacteriorhodopsin	Protein	P02945	abs	148	165
7689721	p53	Protein	P02340,P04637	title	73	76
7689721	p53	Protein	P02340,P04637	abs	137	140
7689721	p53	Protein	P02340,P04637	abs	362	365
7689721	p53	Protein	P02340,P04637	abs	954	957
7689721	p53	Protein	P02340,P04637	abs	1096	1099
7689721	p53	Protein	P02340,P04637	abs	1127	1130
7689721	p53	Protein	P02340,P04637	abs	1275	1278
7689721	p53	Protein	P02340,P04637	abs	1381	1384
205532	citrate synthase	Protein	P00890	abs	544	560
11502169	Cit1p	Protein	P00890	abs	755	760
11502169	Cyb2p	Protein	P00175	abs	569	574
12417726	PEX11beta	Protein	O96011	abs	957	966
12417726	PEX11beta	Protein	O96011	abs	1073	1082
21282530	CBX7	Protein	O95931	abs	707	711
21282530	CBX7	Protein	O95931	abs	1095	1099
20023648	HERC2	Protein	O95714	title	0	5
20023648	HERC2	Protein	O95714	abs	291	296
20023648	HERC2	Protein	O95714	abs	437	442
20023648	HERC2	Protein	O95714	abs	514	519
20023648	HERC2	Protein	O95714	abs	578	583
20023648	HERC2	Protein	O95714	abs	708	713
20023648	HERC2	Protein	O95714	abs	888	893
20023648	HERC2	Protein	O95714	abs	1041	1046
20023648	HERC2	Protein	O95714	abs	1185	1190
21282530	CBX6	Protein	O95503	abs	701	705
21282530	CBX6	Protein	O95503	abs	1156	1160
22984069	ROP11	Protein	O82481	abs	398	403
22984069	ROP11	Protein	O82481	abs	487	492
22984069	ROP11	Protein	O82481	abs	613	618
20023648	RNF8	Protein	O76064	abs	464	468
20023648	RNF8	Protein	O76064	abs	520	524
20023648	RNF8	Protein	O76064	abs	660	664
20023648	RNF8	Protein	O76064	abs	782	786
20023648	RNF8	Protein	O76064	abs	996	1000
11564863	SPT3	Protein	O75486	abs	436	440
15377779	CAT5	Protein	O64759	abs	646	650
15377779	CAT5	Protein	O64759	abs	905	909
16731587	PINOID	Protein	O64682	title	0	6
16731587	PINOID	Protein	O64682	abs	333	339
16731587	PID	Protein	O64682	abs	341	344
16731587	PID	Protein	O64682	abs	399	402
16731587	PID	Protein	O64682	abs	743	746
16731587	PID	Protein	O64682	abs	881	884
16731587	PID	Protein	O64682	abs	1264	1267
12167088	Sab	Protein	O60239	title	57	60
12167088	SH3BP5	Protein	O60239	title	62	68
12167088	Sab	Protein	O60239	abs	78	81
12167088	Sab	Protein	O60239	abs	114	117
12167088	Sab	Protein	O60239	abs	310	313
12167088	Sab	Protein	O60239	abs	686	689
12167088	Sab	Protein	O60239	abs	792	795
12167088	Sab	Protein	O60239	abs	902	905
12167088	Sab	Protein	O60239	abs	1036	1039
16455656	CpNifS	Protein	O49543	title	42	48
16455656	CpNifS	Protein	O49543	abs	0	6
16455656	CpNifS	Protein	O49543	abs	568	574
16455656	CpNifS	Protein	O49543	abs	828	834
16455656	CpNifS	Protein	O49543	abs	962	968
16455656	CpNifS	Protein	O49543	abs	1149	1155
16455656	CpNifS	Protein	O49543	abs	1340	1346
16455656	CpNifS	Protein	O49543	abs	1443	1449
16455656	CpNifS	Protein	O49543	abs	1518	1524
16455656	CpNifS	Protein	O49543	abs	1549	1555
22253225	INT4	Protein	O23492	abs	378	382
22253225	INT4	Protein	O23492	abs	689	693
22253225	INT4	Protein	O23492	abs	845	849
15775980	AtSUVH2	Protein	O22781	title	16	23
15775980	SUVH2	Protein	O22781	abs	162	167
15775980	SUVH2	Protein	O22781	abs	339	344
15775980	SUVH2	Protein	O22781	abs	550	555
15775980	SUVH2	Protein	O22781	abs	796	801
15775980	SUVH2	Protein	O22781	abs	957	962
15775980	SUVH2	Protein	O22781	abs	1141	1146
15775980	SUVH2	Protein	O22781	abs	1203	1208
23543752	AP-1 adaptin subunit	Protein	O22715	abs	390	412
23543752	AP1M2	Protein	O22715	abs	414	419
23543752	AP1M2	Protein	O22715	abs	608	613
23543752	AP1M2	Protein	O22715	abs	652	657
15486337	BRI1	Protein	O22476	abs	131	135
15486337	BRI1	Protein	O22476	abs	207	211
15486337	bri1	Protein	O22476	abs	415	419
15486337	BRI1	Protein	O22476	abs	468	472
15486337	BRI1	Protein	O22476	abs	489	493
15486337	bri1	Protein	O22476	abs	751	755
15486337	bri1	Protein	O22476	abs	764	768
15486337	bri1	Protein	O22476	abs	802	806
10095065	Lu-ECAM-1	Protein	O18741	abs	95	104
15574332	CRM1	Protein	O14980	title	9	13
15574332	CRM1	Protein	O14980	abs	277	281
15574332	CRM1	Protein	O14980	abs	474	478
15574332	CRM1	Protein	O14980	abs	545	549
18663142	Aurora A	Protein	O14965	title	98	106
18663142	Aurora A	Protein	O14965	abs	498	506
18663142	Aurora A	Protein	O14965	abs	970	978
14602072	Hrs	Protein	O14964	abs	349	352
14602072	Hrs	Protein	O14964	abs	428	431
14602072	Hrs	Protein	O14964	abs	512	515
14602072	Hrs	Protein	O14964	abs	626	629
14602072	Hrs	Protein	O14964	abs	664	667
15072822	-3	Protein	O14638	title	103	105
15072822	E-NPP3	Protein	O14638	title	107	113
15072822	E-NPP3	Protein	O14638	abs	131	137
15072822	E-NPP3	Protein	O14638	abs	358	364
15072822	E-NPP3	Protein	O14638	abs	462	468
15072822	E-NPP3	Protein	O14638	abs	571	577
15072822	E-NPP3	Protein	O14638	abs	693	699
15072822	E-NPP3	Protein	O14638	abs	792	798
15072822	E-NPP3	Protein	O14638	abs	832	838
19054390	Ccw14p	Protein	O13547	abs	462	468
12805228	FCA	Protein	O04425	title	18	21
12805228	FCA	Protein	O04425	abs	102	105
12805228	FCA	Protein	O04425	abs	162	165
12805228	FCA	Protein	O04425	abs	263	266
12805228	FCA	Protein	O04425	abs	474	477
12805228	FCA	Protein	O04425	abs	523	526
12805228	FCA	Protein	O04425	abs	626	629
12805228	FCA	Protein	O04425	abs	685	688
12805228	FCA	Protein	O04425	abs	756	759
12805228	FCA	Protein	O04425	abs	912	915
12805228	FCA	Protein	O04425	abs	952	955
21282530	CBX4	Protein	O00257	abs	695	699
21282530	CBX4	Protein	O00257	abs	1131	1135
21282530	CBX4	Protein	O00257	abs	1532	1536
21282530	CBX4	Protein	O00257	abs	1564	1568
21282530	CBX4	Protein	O00257	abs	1613	1617
21282530	CBX4	Protein	O00257	abs	1677	1681
15143214	cell surface	Location	O:0009986	abs	366	378
12612081	cell periphery	Location	GO:0071944 cell periphery	abs	748	762
12177201	synapse	Location	GO:0045202 synapse	abs	144	151
15143214	lipid raft	Location	GO:0045121	abs	846	856
17289661	cellular protrusions	Location	GO:0042995 cell projection	abs	372	392
19628819	projections	Location	GO:0042995	abs	22	33
16461379	thylakoid membranes	Location	GO:0042651	abs	1608	1627
17081065	melanosome	Location	GO:0042470 melanosome	abs	524	534
17081065	melanosome	Location	GO:0042470 melanosome	abs	667	677
17081065	melanosome	Location	GO:0042470 melanosome	abs	1029	1039
17081065	melanosomes	Location	GO:0042470	title	79	90
17081065	melanosomes	Location	GO:0042470	abs	176	187
17081065	melanosomes	Location	GO:0042470	abs	730	741
17081065	melanosomes	Location	GO:0042470	abs	952	963
17081065	melanosomes	Location	GO:0042470	abs	1256	1267
10837477	Cvt	Location	GO:0033107	abs	94	97
10837477	Cvt	Location	GO:0033107	abs	248	251
10837477	Cvt	Location	GO:0033107	abs	506	509
10837477	Cvt	Location	GO:0033107	abs	543	546
10837477	Cvt	Location	GO:0033107	abs	617	620
10837477	Cvt	Location	GO:0033107	abs	1301	1304
18769150	Cvt	Location	GO:0033107	abs	123	126
18769150	Cvt	Location	GO:0033107	abs	186	189
11038182	mitochondrial membranes	Location	GO:0031966 mitochondrion membrane	abs	757	780
11038182	mitochondrial membrane	Location	GO:0031966	abs	1441	1463
23543752	clathrin-coated vesicles	Location	GO:0030136	abs	13	37
23543752	CCVs	Location	GO:0030136	abs	39	43
11161714	nuclear matrix	Location	GO:0016363 nucleus matrix	abs	703	717
11161714	nuclear matrix	Location	GO:0016363 nucleus matrix	abs	806	820
7542657	nuclear matrix	Location	GO:0016363	title	27	41
7542657	nuclear matrix	Location	GO:0016363	abs	397	411
15072822	apical plasma membrane	Location	GO:0016324 apical cell membrane	abs	384	406
12023506	basolateral	Location	GO:0016323 basolateral cell membrane	abs	427	438
17726031	transmembrane	Location	GO:0016021 integral to membrane	abs	243	256
15788404	transmembrane	Location	GO:0016021 integral to membrane	abs	841	854
9613572	membrane	Location	GO:0016020 membrane	abs	983	991
23169667	membrane	Location	GO:0016020 membrane	abs	119	127
15788404	membrane	Location	GO:0016020 membrane	abs	69	77
20427278	membrane	Location	GO:0016020 membrane	title	10	18
12566991	membrane	Location	GO:0016020 membrane	abs	989	997
10095065	transmembrane	Location	GO:0016020	abs	617	630
10515935	transmembrane	Location	GO:0016020	abs	455	468
10837477	membrane	Location	GO:0016020	abs	1074	1082
15377779	membranes	Location	GO:0016020	abs	150	159
22253225	membrane	Location	GO:0016020	abs	808	816
15574332	Cajal bodies	Location	GO:0015030 cajal body	abs	522	534
19403692	cell surface	Location	GO:0009986 cell surface	abs	568	580
9613572	surface	Location	GO:0009986 cell surface	abs	908	915
12794138	surface	Location	GO:0009986 cell surface	abs	406	413
12794138	surface	Location	GO:0009986 cell surface	abs	765	772
18305173	surface	Location	GO:0009986	title	34	41
18305173	cell-surface	Location	GO:0009986	abs	144	156
18305173	surface	Location	GO:0009986	abs	407	414
18305173	surface	Location	GO:0009986	abs	638	645
12177201	cell-surface	Location	GO:0009986	abs	738	750
20427278	cell surface	Location	GO:0009986	title	67	79
12766230	chloroplast envelope	Location	GO:0009941	title	18	38
12766230	membranes	Location	GO:0009941	title	39	48
12766230	envelope	Location	GO:0009941	abs	176	184
12766230	membranes	Location	GO:0009941	abs	185	194
12766230	chloroplast envelope	Location	GO:0009941	abs	261	281
12766230	membranes	Location	GO:0009941	abs	282	291
12766230	membrane	Location	GO:0009941	abs	310	318
12766230	envelope	Location	GO:0009941	abs	419	427
12766230	membranes	Location	GO:0009941	abs	428	437
12766230	envelope	Location	GO:0009941	abs	487	495
12766230	envelope	Location	GO:0009941	abs	777	785
12766230	membrane	Location	GO:0009941	abs	786	794
12766230	chloroplast envelope	Location	GO:0009941	abs	954	974
12766230	envelope	Location	GO:0009941	abs	1014	1022
12766230	chloroplast envelope	Location	GO:0009941	abs	1163	1183
12766230	chloroplast envelope	Location	GO:0009941	abs	1497	1517
12766230	envelope	Location	GO:0009941	abs	1834	1842
12766230	membranes	Location	GO:0009941	abs	1843	1852
12766230	chloroplast envelope	Location	GO:0009941	abs	1962	1982
12766230	chloroplast envelope	Location	GO:0009941	abs	2081	2101
12766230	membranes	Location	GO:0009941	abs	2102	2111
17921316	thylakoid	Location	GO:0009579 thylakoid	abs	1170	1179
16455656	chloroplast stroma	Location	GO:0009570 chloroplast stroma	abs	463	481
9346891	chloroplast stroma	Location	GO:0009570	abs	468	486
23150645	plastid	Location	GO:0009536 plastid	abs	1693	1700
16461379	plastid	Location	GO:0009536	abs	78	85
17202255	etioplast	Location	GO:0009513	title	56	65
17202255	etioplast	Location	GO:0009513	abs	26	35
17202255	etioplasts	Location	GO:0009513	abs	773	783
17921316	etioplasts	Location	GO:0009513	abs	347	357
16461379	chromoplasts	Location	GO:0009509	title	56	68
16461379	chromoplasts	Location	GO:0009509	abs	194	206
16461379	chromoplasts	Location	GO:0009509	abs	478	490
16461379	chromoplasts	Location	GO:0009509	abs	1363	1375
16461379	chromoplasts	Location	GO:0009509	abs	1717	1729
16455656	chloroplast	Location	GO:0009507 chloroplast	abs	309	320
9346891	chloroplasts	Location	GO:0009507 chloroplast	title	96	108
9346891	chloroplasts	Location	GO:0009507 chloroplast	abs	93	105
9346891	chloroplasts	Location	GO:0009507 chloroplast	abs	250	262
9346891	chloroplasts	Location	GO:0009507 chloroplast	abs	403	415
9346891	chloroplast	Location	GO:0009507 chloroplast	abs	908	919
9346891	chloroplasts	Location	GO:0009507 chloroplast	abs	1069	1081
23150645	chloroplasts	Location	GO:0009507 chloroplast	abs	1468	1480
17921316	Chloroplasts	Location	GO:0009507 chloroplast	abs	269	281
16461379	chloroplasts	Location	GO:0009507	title	39	51
16461379	chloroplasts	Location	GO:0009507	abs	346	358
16461379	chloroplast	Location	GO:0009507	abs	559	570
16461379	chloroplast	Location	GO:0009507	abs	1002	1013
16461379	chloroplast	Location	GO:0009507	abs	1476	1487
16461379	chloroplasts	Location	GO:0009507	abs	1531	1543
16455656	chloroplastic	Location	GO:0009507	title	53	66
16455656	chloroplasts	Location	GO:0009507	abs	115	127
16455656	chloroplasts	Location	GO:0009507	abs	1650	1662
17202255	Chloroplast	Location	GO:0009507	title	0	11
17202255	chloroplast	Location	GO:0009507	title	66	77
17202255	chloroplast	Location	GO:0009507	abs	36	47
17202255	chloroplasts	Location	GO:0009507	abs	303	315
17202255	chloroplast	Location	GO:0009507	abs	928	939
20071603	chloroplast	Location	GO:0009507	abs	360	371
12766230	chloroplasts	Location	GO:0009507	abs	19	31
12766230	chloroplasts	Location	GO:0009507	abs	455	467
12766230	chloroplast	Location	GO:0009507	abs	1649	1660
17921316	chloroplast	Location	GO:0009507	title	31	42
17921316	Chloroplast	Location	GO:0009507	abs	0	11
17921316	chloroplast	Location	GO:0009507	abs	130	141
17921316	thylakoid membrane in chloroplasts	Location	GO:0009507	abs	725	759
18660802	buds	Location	GO:0005933 bud	abs	121	125
18660802	buds	Location	GO:0005933 bud	abs	844	848
18660802	bud	Location	GO:0005933	abs	495	498
19628819	cilia	Location	GO:0005929	title	7	12
19628819	Cilia	Location	GO:0005929	abs	0	5
19628819	cilia	Location	GO:0005929	abs	100	105
19628819	cilia	Location	GO:0005929	abs	115	120
19628819	cilia	Location	GO:0005929	abs	165	170
19628819	cilia	Location	GO:0005929	abs	206	211
19628819	cilia	Location	GO:0005929	abs	397	402
19628819	cilia	Location	GO:0005929	abs	586	591
19628819	cilia	Location	GO:0005929	abs	742	747
19628819	cilia	Location	GO:0005929	abs	766	771
20634289	plasma membrane	Location	GO:0005886 cell membrane	abs	633	648
20634289	plasma membrane	Location	GO:0005886 cell membrane	abs	755	770
15486337	plasma membrane	Location	GO:0005886 cell membrane	abs	69	84
22984069	plasma membrane	Location	GO:0005886 cell membrane	abs	628	643
15377779	plasma membrane	Location	GO:0005886 cell membrane	abs	717	732
19832944	plasma membrane	Location	GO:0005886 cell membrane	abs	689	704
22253225	plasma membrane	Location	GO:0005886 cell membrane	abs	384	399
14602072	plasma membrane	Location	GO:0005886 cell membrane	abs	295	310
18088316	plasma membrane	Location	GO:0005886 cell membrane	abs	1023	1038
20427278	plasma membrane	Location	GO:0005886 cell membrane	abs	749	764
